CODMES,CODSOLICITUD,prediction_single
201307,11458,0.23954147
201307,4221,0.06335999
201307,10625,0.14135152
201307,647,0.24594863
201307,5822,0.1432382
201307,74,0.30666882
201307,14131,0.12443493
201307,10905,0.08367519
201307,10349,0.1983591
201307,14150,0.22570682
201307,3972,0.096036375
201307,3571,0.07588272
201307,8627,0.47842664
201307,12442,0.16886216
201307,6708,0.09945433
201307,1070,0.13311341
201307,5115,0.053769507
201307,2081,0.29054847
201307,499,0.0745536
201307,12188,0.38845628
201307,8409,0.26723272
201307,3609,0.0963093
201307,1639,0.47590867
201307,11863,0.21990521
201307,2421,0.1802955
201307,10221,0.32524672
201307,3845,0.43772694
201307,11144,0.3169275
201307,2530,0.062091313
201307,13120,0.37534565
201307,9739,0.19472963
201307,10197,0.15561931
201307,4678,0.34408098
201307,12685,0.13133992
201307,1182,0.25096312
201307,11314,0.47117314
201307,9244,0.299563
201307,8220,0.12656228
201307,6797,0.048536107
201307,10076,0.06844189
201307,11677,0.17268097
201307,274,0.29591152
201307,13538,0.34755486
201307,14239,0.23949568
201307,68,0.041025106
201307,4995,0.034765493
201307,3580,0.35236308
201307,5518,0.22777468
201307,61,0.053085558
201307,7716,0.27132002
201307,9002,0.25404787
201307,7464,0.113379695
201307,14099,0.116571434
201307,8218,0.18916924
201307,5010,0.15966938
201307,132,0.1392891
201307,4374,0.18200482
201307,5881,0.12253923
201307,5706,0.15401942
201307,8278,0.24299383
201307,1188,0.039686188
201307,3637,0.14165103
201307,225,0.21940266
201307,1666,0.2657751
201307,2385,0.15041478
201307,14228,0.13284385
201307,10159,0.16338113
201307,11234,0.08054547
201307,1053,0.4010048
201307,7902,0.47137788
201307,5251,0.26078928
201307,6687,0.21115834
201307,2546,0.45383525
201307,12310,0.16818762
201307,1322,0.087281704
201307,10778,0.09778408
201307,12931,0.19612628
201307,5059,0.33704528
201307,10431,0.49844944
201307,3944,0.069158606
201307,8454,0.20669554
201307,2463,0.42859116
201307,11704,0.05041437
201307,11491,0.14215952
201307,13972,0.056509126
201307,7747,0.15910086
201307,895,0.22647724
201307,757,0.23113494
201307,8854,0.24778493
201307,13195,0.14321719
201307,9811,0.25290105
201307,1242,0.16312513
201307,5696,0.23395236
201307,9259,0.4595167
201307,3336,0.19621955
201307,7298,0.3050538
201307,11670,0.12151984
201307,7852,0.120779835
201307,13218,0.14360334
201307,9011,0.30019668
201307,13996,0.08672803
201307,2641,0.07600229
201307,7457,0.06062291
201307,4541,0.4726991
201307,6465,0.18930742
201307,7725,0.2540271
201307,6027,0.09593236
201307,1195,0.07098373
201307,2031,0.18922417
201307,7538,0.1318046
201307,9464,0.2267601
201307,1270,0.15920524
201307,7681,0.21363941
201307,9456,0.37291944
201307,2123,0.086326465
201307,4199,0.062472295
201307,636,0.14165898
201307,13417,0.09905635
201307,8540,0.086353496
201307,4763,0.35267916
201307,12383,0.09539941
201307,11697,0.12266933
201307,5462,0.044323448
201307,2348,0.1486858
201307,311,0.5259117
201307,4536,0.27034694
201307,2414,0.27393115
201307,962,0.15558879
201307,6599,0.11628876
201307,8986,0.07024847
201307,2927,0.09292917
201307,2886,0.44266304
201307,7305,0.29534847
201307,5603,0.103884585
201307,3372,0.40524793
201307,13117,0.18424083
201307,2313,0.46401516
201307,9647,0.24511878
201307,7091,0.24999791
201307,519,0.2138935
201307,8690,0.17032903
201307,3729,0.2037989
201307,5841,0.10397604
201307,9296,0.32032567
201307,10634,0.062081978
201307,11048,0.042033453
201307,5413,0.27102596
201307,41,0.35430664
201307,2408,0.036183752
201307,546,0.26271826
201307,9960,0.50721145
201307,11766,0.27633014
201307,9523,0.045871127
201307,2658,0.16139352
201307,11051,0.23753184
201307,10234,0.08233598
201307,3481,0.10051095
201307,7805,0.3105617
201307,8816,0.33617127
201307,390,0.34128395
201307,9209,0.13679026
201307,6864,0.3232803
201307,5942,0.1075137
201307,14333,0.074224226
201307,5971,0.12343992
201307,4001,0.10800594
201307,14331,0.16660349
201307,11531,0.33083522
201307,310,0.33195108
201307,6381,0.05946389
201307,98,0.29829484
201307,1400,0.16618489
201307,1927,0.42000243
201307,3490,0.18369298
201307,6566,0.17788176
201307,1119,0.047692787
201307,8079,0.4558852
201307,10955,0.15136199
201307,1189,0.11693695
201307,11817,0.09448258
201307,5513,0.06869247
201307,6284,0.14116068
201307,7730,0.37055087
201307,6252,0.20541653
201307,9367,0.05766838
201307,8714,0.23061633
201307,10516,0.30389655
201307,10232,0.10337507
201307,7496,0.088536344
201307,13173,0.11421431
201307,4720,0.38524443
201307,11499,0.30583322
201307,7219,0.06629642
201307,5948,0.62706375
201307,4888,0.113446414
201307,8382,0.04104822
201307,11338,0.04389593
201307,10975,0.08415168
201307,2227,0.3349747
201307,3378,0.26312655
201307,7394,0.21484444
201307,4217,0.08142694
201307,193,0.085721985
201307,2918,0.10406783
201307,12362,0.29655075
201307,11993,0.19063893
201307,5316,0.23081522
201307,8025,0.37184674
201307,2172,0.040029086
201307,8492,0.05338282
201307,355,0.113578536
201307,4083,0.26447326
201307,11044,0.23811607
201307,11505,0.37595358
201307,2624,0.2772086
201307,14196,0.16500227
201307,792,0.48877597
201307,5616,0.16241519
201307,6573,0.3621035
201307,12354,0.32021317
201307,11448,0.08827455
201307,1478,0.07966733
201307,1793,0.119586006
201307,6536,0.32669917
201307,2783,0.24964152
201307,11202,0.07685195
201307,12010,0.07363547
201307,9984,0.17197299
201307,7658,0.2707646
201307,8732,0.14178504
201307,13397,0.2509245
201307,1200,0.10519869
201307,1286,0.19857858
201307,12088,0.5197554
201307,8959,0.28645134
201307,11470,0.11808573
201307,10832,0.33593065
201307,9034,0.20517193
201307,1830,0.17110904
201307,8829,0.18372966
201307,12232,0.08628887
201307,2806,0.14163907
201307,8726,0.04977773
201307,6930,0.15636201
201307,12941,0.38412356
201307,10422,0.18075207
201307,931,0.045397196
201307,2339,0.2088251
201307,12075,0.038767885
201307,1406,0.12129973
201307,14089,0.1289513
201307,12329,0.10113642
201307,13469,0.23876399
201307,2315,0.12301042
201307,11410,0.09958616
201307,2978,0.21497433
201307,5903,0.21980919
201307,13150,0.07810326
201307,8939,0.30164897
201307,6682,0.2867551
201307,272,0.15571496
201307,8513,0.18245354
201307,3359,0.29172146
201307,4090,0.24442416
201307,9155,0.2004077
201307,6905,0.37950167
201307,9703,0.05216273
201307,10027,0.4004839
201307,2807,0.055044092
201307,7108,0.36564165
201307,4415,0.1190592
201307,7843,0.14399569
201307,2314,0.1172972
201307,8758,0.14113368
201307,12670,0.101374075
201307,2866,0.28334278
201307,10527,0.40966418
201307,1352,0.14756523
201307,8468,0.124470994
201307,1559,0.2248264
201307,13497,0.35452685
201307,904,0.4082688
201307,11963,0.11243852
201307,12123,0.12194378
201307,4907,0.23830168
201307,7712,0.46716973
201307,5401,0.18525544
201307,4697,0.30817682
201307,4136,0.24154115
201307,1742,0.20505273
201307,12319,0.19509351
201307,11108,0.21736427
201307,10105,0.3396506
201307,8026,0.13803297
201307,11292,0.23933616
201307,8470,0.33597675
201307,11471,0.319715
201307,10375,0.04920155
201307,9440,0.22668399
201307,8548,0.11345703
201307,6825,0.22934039
201307,831,0.040580895
201307,7462,0.0595917
201307,60,0.22971977
201307,9019,0.058633253
201307,1092,0.22732562
201307,2304,0.109487005
201307,6795,0.10270197
201307,2282,0.21365839
201307,8146,0.201531
201307,9372,0.17928307
201307,4662,0.4124316
201307,1456,0.15259658
201307,7016,0.14703894
201307,10083,0.07939589
201307,1706,0.041687198
201307,7347,0.1199741
201307,1350,0.23124877
201307,7090,0.19986625
201307,11550,0.06628831
201307,10853,0.16115837
201307,6698,0.13589364
201307,5329,0.08205958
201307,5053,0.076946594
201307,6726,0.047938697
201307,1807,0.17904174
201307,2869,0.31333148
201307,429,0.1702027
201307,1821,0.3076304
201307,11103,0.078979194
201307,6506,0.06973635
201307,5837,0.3530128
201307,9614,0.2921518
201307,1369,0.052114688
201307,1134,0.14424035
201307,9839,0.04913482
201307,11426,0.22634587
201307,5067,0.15000938
201307,6611,0.060398836
201307,3179,0.24109471
201307,12742,0.12014718
201307,2210,0.4046271
201307,7370,0.27816465
201307,7913,0.06371598
201307,10620,0.179136
201307,7598,0.12211564
201307,5497,0.24155672
201307,13190,0.16294393
201307,28,0.26861355
201307,9298,0.054009717
201307,1102,0.11180165
201307,7789,0.2901156
201307,5146,0.07213885
201307,11869,0.056801025
201307,2456,0.064353466
201307,2780,0.3382333
201307,9871,0.07515287
201307,6925,0.3841134
201307,7230,0.4137764
201307,11966,0.12752794
201307,2299,0.2949703
201307,1432,0.25817567
201307,3882,0.045322046
201307,7818,0.110068195
201307,6288,0.11121681
201307,8826,0.29208657
201307,6819,0.03967585
201307,12218,0.12936668
201307,6325,0.4408864
201307,11976,0.08278197
201307,3307,0.10725057
201307,8262,0.09307115
201307,3952,0.061384216
201307,5100,0.09233196
201307,7450,0.044061027
201307,12157,0.14455166
201307,2504,0.06572419
201307,13414,0.06457984
201307,5269,0.095821574
201307,2508,0.241557
201307,9023,0.054486312
201307,13307,0.08856504
201307,7160,0.44765782
201307,11826,0.06608072
201307,4465,0.43157837
201307,11662,0.4407572
201307,7829,0.24760665
201307,9817,0.113530144
201307,1791,0.19400375
201307,8621,0.41722864
201307,11737,0.04752435
201307,978,0.05872456
201307,10707,0.31382522
201307,11808,0.08091552
201307,11725,0.20614818
201307,4034,0.061220463
201307,10393,0.4175303
201307,7659,0.2597698
201307,1957,0.05242158
201307,456,0.04690445
201307,10330,0.21074596
201307,10347,0.21887435
201307,10014,0.15017405
201307,11821,0.16886158
201307,11980,0.32566962
201307,1058,0.23974068
201307,7042,0.310264
201307,7186,0.14371109
201307,6363,0.06918976
201307,13954,0.3103691
201307,10931,0.24512474
201307,12723,0.26529258
201307,13316,0.03518411
201307,2820,0.18860988
201307,6911,0.13033736
201307,5377,0.13301644
201307,7993,0.19447687
201307,6503,0.08536933
201307,11182,0.23257732
201307,2857,0.07166453
201307,11572,0.22493237
201307,8996,0.12627588
201307,8390,0.0951711
201307,9518,0.18926683
201307,3353,0.41837412
201307,13440,0.15019748
201307,9800,0.11738702
201307,3640,0.11062271
201307,8239,0.42301723
201307,12654,0.041110538
201307,6342,0.18624657
201307,10571,0.06734834
201307,12079,0.050432395
201307,5714,0.08005429
201307,11526,0.09247579
201307,10953,0.073762424
201307,5365,0.17501052
201307,2018,0.35760215
201307,7757,0.28989044
201307,13868,0.12722431
201307,6873,0.052766465
201307,11223,0.33294684
201307,937,0.22972478
201307,13776,0.13876775
201307,2871,0.08184025
201307,8934,0.071781784
201307,1444,0.36049923
201307,1374,0.05471061
201307,6287,0.088744186
201307,10254,0.19542389
201307,2064,0.046705637
201307,6005,0.13047062
201307,14169,0.33196467
201307,8827,0.07781247
201307,11152,0.049109712
201307,13162,0.15214361
201307,9947,0.3421904
201307,9878,0.056691453
201307,1538,0.099922
201307,655,0.1754619
201307,7873,0.4036312
201307,1009,0.25362623
201307,13734,0.14897741
201307,9000,0.32394028
201307,14258,0.06263781
201307,13206,0.034424033
201307,3297,0.31147146
201307,5923,0.06283579
201307,10284,0.35352424
201307,9803,0.391715
201307,3182,0.038708117
201307,9977,0.22491905
201307,9121,0.19010101
201307,6548,0.04794281
201307,13698,0.1776055
201307,10307,0.24527691
201307,13920,0.12937963
201307,162,0.10760388
201307,13131,0.037022036
201307,9164,0.18525788
201307,12235,0.14110106
201307,13160,0.2316911
201307,4535,0.09960957
201307,9526,0.14977553
201307,11397,0.19256212
201307,585,0.058401998
201307,4637,0.17916687
201307,6170,0.18073359
201307,5952,0.05742777
201307,10084,0.42920756
201307,13076,0.10618172
201307,7180,0.25915495
201307,330,0.14247909
201307,9395,0.041640915
201307,6546,0.42906627
201307,9764,0.22357401
201307,7297,0.047906063
201307,10325,0.14912264
201307,3955,0.324877
201307,10566,0.41536024
201307,12668,0.33285305
201307,10626,0.31829995
201307,8688,0.19207492
201307,9143,0.16971049
201307,3098,0.49512747
201307,9094,0.11567572
201307,6544,0.08121635
201307,75,0.16278762
201307,6878,0.08668483
201307,5541,0.1768405
201307,3171,0.4085281
201307,6337,0.45578203
201307,13853,0.113965854
201307,4734,0.0651546
201307,1244,0.29765624
201307,12262,0.08714609
201307,11924,0.16237788
201307,9587,0.31696963
201307,12765,0.056991495
201307,10528,0.21770719
201307,4952,0.08540907
201307,8353,0.08399287
201307,7562,0.19626811
201307,2057,0.431124
201307,2594,0.39372778
201307,9346,0.0981132
201307,10399,0.10908964
201307,8503,0.15384267
201307,14179,0.48955584
201307,10102,0.11177026
201307,10839,0.35785142
201307,4066,0.28210956
201307,12166,0.06438196
201307,12869,0.28957996
201307,6673,0.2087443
201307,7036,0.14481305
201307,13074,0.17248757
201307,7263,0.38986734
201307,8924,0.16110379
201307,9490,0.15558265
201307,3754,0.19942357
201307,9670,0.32039434
201307,6632,0.43258393
201307,10470,0.097260624
201307,7311,0.047783647
201307,6317,0.12581111
201307,3824,0.24851324
201307,12623,0.16969706
201307,1499,0.05463834
201307,13864,0.21282823
201307,5211,0.08879546
201307,6220,0.099311195
201307,8185,0.18766285
201307,12398,0.17143366
201307,7702,0.056092113
201307,9825,0.07038474
201307,6504,0.17799418
201307,13482,0.09099016
201307,9640,0.15749544
201307,10386,0.034439053
201307,2723,0.39266804
201307,4,0.24756695
201307,1577,0.10167959
201307,961,0.0677989
201307,910,0.17408323
201307,12652,0.089925595
201307,12416,0.20750819
201307,9129,0.16288172
201307,9978,0.16659129
201307,2972,0.15653314
201307,4545,0.17345153
201307,8001,0.3828947
201307,10561,0.23099664
